fold,text,id,label__decision_type_relevant,label__decision_type_sentiment_nonneutral,label__relevant,label__sentiment,label__who,label__decision_type_sentiment,label__decision_type_who
test,Check This Deal http://t.co/GeKb7qj5wa #3594 best Korean red Ginseng gold Extract vitamin tea Immune health sex... http://t.co/H7Ck0WiRnh,546877928060235000    ,unanimous,,no,,,,
train,First they cause polio explosion through live virus multiple dozes into millions of children. Then they put travel restrictions on Pakistan!,537246614524792000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
dev,CDC: Flu virus not matched to vaccine http://t.co/Is9hWc02xB,552196202993684000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,"""@UberFacts: Extroverts tend to have a stronger immune system than introverts."" Haha",545810125123223000    ,unanimous,,no,,,,
train,Brilliant job anti-science goofs. California measles outbreak expands to 51 cases; more likely http://t.co/oAJQm1sRWg,556574001494245000    ,unanimous,,no,,,,
test,"The days of lack of vaccine for the deadly Ebola Virus Disease, EVD, may be finally over as doctors? http://t.co/WRd5wDD3yO",537989927682592000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,5. Measles Vaccine Overdose gets rid of Cancer! http://t.co/MIrQVEEnxA #SundayScience,549093561631666000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,@Modestryan Ugh was only able to catch the end of the third and beyond. Seemed like a great game. The team is better because no more mumps!,553069591635976000    ,unanimous,,no,,,,
test,"Flu shot less helpful, but still key: This year's flu vaccine is not as effective against the current strain o... http://t.co/2i3gnU7TXk",540609107502178000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,I leave my weights to @mesquitemae my guitar picks that randomly show up at my house to @dancalderone28 and my rabies to @JamesPrentice18,552638674337546000    ,unanimous,,no,,,,
dev,Selenium compounds boost immune system to fight against?cancer http://t.co/bzsS00kyTB,536976129588883000    ,unanimous,,no,,,,
test,"Harpic?s mobile toilet to tame typhoid, diarrhea menace in Nigeria http://t.co/D9peQL8Rfs",537797549382696000    ,unanimous,,no,,,,
dev,Channel: http://t.co/vTuoL7UH9U  Pudge MMR 0  ___________ Source: #Hexor http://t.co/a4McEQ9NEm,558066520631566000    ,unanimous,,no,,,,
dev,#MillennialHistory Antibiotics were no longer effective and killer cops were immune to prosecution,543370440245534000    ,unanimous,,no,,,,
dev,VANTEX  MAGAZINE AND  BLOG: Don?t Take WHO?s Tetanus Vaccine...Catholic Bishop... http://t.co/aeEx8hm79M,533017207073026000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
train,"The Music Meets Runway Foundation Announces Finalists For The 2014 MMR Rising Icon: Last year, the MMR Foundat... http://t.co/Q6bKvHlP2I",534612580711411000    ,unanimous,,no,,,,
test,MMR 2014: Music Meets Runway announces six designers for the event: Check out the list of designers set to sho... http://t.co/0vfl8g35aB,542748552846266000    ,unanimous,,no,,,,
dev,@JustinCase_X13 chicken pox is airborne? Well damn. I didnt know they had removed Ebola being spread by sneezing though. Hmmm.,555113540089294000    ,unanimous,,no,,,,
dev,"@davealevine @vgr b/c we hide behind a veneer of ""being immune to all that"".",540385545830936000    ,unanimous,,no,,,,
train,How do general practitioners persuade parents to vaccinate their children? A study using standardized scenarios.  http://t.co/uNK7cygm5Q,539738778412515000    ,unanimous,,yes,neutral,no,unanimous,unanimous
train,[BBC-Science] Ebola vaccine trial 'interrupted': The clinical trial of an Ebola vaccine in Switzerland has bee... http://t.co/eFP2cqk64W,543063175684321000    ,unanimous,,yes,neutral,no,unanimous,majority
dev,@MotherJones The ingredients in vaccines are way more insidious than antibiotics.,554773313269297000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
dev,@philiplederer @DrFriedenCDC @apc_md @eliowa @TimLaheyMD @DrJudyStone @AnotherSun13 @DrMaryTBassett @DrJayVarma Main thing: still vaccinate!,540541188441661000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
dev,What the iPhone 6 bendgate can teach us about vaccines 403,553303986057797000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,"""from a combination of tuberculosis and a tomahawk to the head""",555207928891047000    ,unanimous,,no,,,,
train,"Angelina Jolie Has Chickenpox, ""Can't Believe"" She Has to Miss Unbroken Premiere--Watch Now!: Angelina Jolie was itchin' to promote h...",543559920864342000    ,unanimous,,no,,,,
dev,http://t.co/rdXmO3nqGB Korean red Ginseng gold Extract vitamin tea Immune health sex power diet http://t.co/nRBx7zoMb7,541835514870243000    ,unanimous,,no,,,,
dev,The BRAF and MEK Inhibitors Dabrafenib and Trametinib: Effects on Immune Function and in Comb  http://t.co/iD6DsH1qvY http://t.co/wpC8lGdoxE,555732685583179000    ,unanimous,,no,,,,
test,@IIJERiiCHOII at least you don't get the shingles ads on @mlg lol,532995213900660000    ,unanimous,,no,,,,
train,"Coach Q: ""Unlikely"" Keith has Mumps #Chicago http://t.co/rjTJsCLs8F",545289651662376000    ,unanimous,,no,,,,
train,Please take a minute to look at my post. Help us raise awareness for newborn tetanus http://t.co/rOV3gAFOg8 #bloggers #lifestyle #pbloggers,533253062862065000    ,unanimous,,no,,,,
test,Dota 2 MMR Boosting Site by niko150 http://t.co/P82SOA45aH,557667811330650000    ,unanimous,,no,,,,
train,How effective is the flu vaccine? http://t.co/SOiBHfNgS3,556873847392464000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,"[@ampledollar] Pens' Crosby to return from mumps vs. Avs: Pittsburgh Penguins captain Sidney Crosby, who had m... http://t.co/0l0Xj6Nwej",545732106718961000    ,unanimous,,no,,,,
dev,?@NadeemfParacha: Breaking: KP government declares Malala to be more dangerous than polio.? RT lol @mahobili,542708897723973000    ,unanimous,,no,,,,
dev,id rather do something else too ~4k mmr: http://t.co/sHJRT4wEdL,552070800690257000    ,unanimous,,no,,,,
test,So someone's sibling in nursery has come out in chicken pox. Child in Ms class will get it. Bets on all kids having it over Xmas??,542388457608577000    ,unanimous,,no,,,,
dev,Polish 'vampires' were killed by CHOLERA: Tests reveal suspected bloodsuckers were actually early victims of the? http://t.co/wfr8W9rkah,537720594674896000    ,unanimous,,no,,,,
train,"GlaxoSmithKline: Ebola Vaccine is promising, passes first test   http://t.co/9f7nYSj8zw  #DailyNews",545911054887567000    ,unanimous,,yes,,no,,unanimous
train,there is not one song by the vaccines that i dislike,558038612194127000    ,unanimous,,no,,,,
dev,Don't go to Disneyland unless you want measles,558126451745374000    ,unanimous,,no,,,,
train,@JimiHill1 But I'll be in Bristol for DTP and Periphery. Then Sonisphere.,532670741201051000    ,unanimous,,no,,,,
train,http://t.co/T9ZA0HhRVR -  Promising results from new Ebola vaccine trial    #FightEbola,550687559756828000    ,unanimous,majority,yes,positive,no,majority,unanimous
train,This year's flu vaccine is not working as well as?hoped http://t.co/srsfWtMIhs http://t.co/IOUYx44ahr,551050485382131000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,Increase immune system support. Take a look at Lots of 2 Mannatech Advanced Ambrotose 120g Powder http://t.co/pVV7aHCCi6,541003222845255000    ,unanimous,,no,,,,
train,"Acupuncture and immune function in chronic prostatitis/chronic pelvic pain syndrome: A randomized, controlled study? http://t.co/VX4RocAG03",552777886717865000    ,unanimous,,no,,,,
train,@PatMan1990 thank youu for the advice! Cuz my immune system definitely shit right now.,548374483418218000    ,unanimous,,no,,,,
test,@Shadeah_ your immune system must be stronger than mine...once I'm sick it's overrrr I'm like the sickliest person ever lol smh,541620770909466000    ,unanimous,,no,,,,
train,I say this at least 6 times a year but I want a new immune system,546792544613310000    ,unanimous,,no,,,,
train,Choses on route to prevail taken performance the while replacing the shingles yet splat: TAcXa,554428568533356000    ,unanimous,,no,,,,
test,I'd give FDR the polio vaccine #UnmakeHistory,552260742024798000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,"@CBCAlerts ?In Other Words, They Are Forcing Vaccines On The 3rd World Countries. #Warning #Danger",553675270050570000    ,unanimous,unanimous,yes,negative,no,unanimous,majority
test,Crosby latest to be diagnosed with mumps: The National Hockey League's puzzling outbreak of the mumps has now ... http://t.co/Wz8WBSu0mf,544173688438792000    ,unanimous,,no,,,,
test,GSK Ebola vaccine trial seen moving to wider phase in February https://t.co/FE2WXMznuU,545924828633374000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,General News ??'Ghana?s recent cholera outbreak worst in 30 years ' via @233liveOnline. Full story at http://t.co/xlvSekgjWa,533305524603727000    ,unanimous,,no,,,,
train,"@Shahidmasooddr dey wnt to do it again and again so muslim immune 2 it, but always one is Allah's plan, which is master plan so wait n watch",554828410489671000    ,unanimous,,no,,,,
dev,"I'm being punished for being sick??? The fuck kind of parenting is this? ""Oh your immune system isn't very great so you're in trouble""...?",554769415548710000    ,unanimous,,no,,,,
train,My immune system is so strong. So if I actually get sick. It's gonna be real bad,539254442844241000    ,unanimous,,no,,,,
train,Fourteen charged in 2012 meningitis outbreak that killed 64 people http://t.co/LCoHBnP0nm,545311011247783000    ,unanimous,,no,,,,
test,"FREEMALAYSIATODAY: MSF slams expensive vaccines, urges GSK and Pfizer to cut prices: BERLIN ? The internationa... http://t.co/zpn40qxuha",557450205591654000    ,unanimous,unanimous,yes,negative,no,unanimous,unanimous
test,Great infographic on vaccines http://t.co/nqZ4kVInvx,546080403455356000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,Oilers getting the mumps wouldnt be the worst thing that could happen to them.,544678716451074000    ,unanimous,,no,,,,
train,HPV Vaccine Strategies: Equitable and Effective?HPV Vaccine Strategies: Equitable and Effective?: Who should b... http://t.co/QaQcUSGa67,544498714421637000    ,unanimous,,yes,neutral,no,unanimous,unanimous
test,Uv Flu Technologies (UVFT) 0.0292 $UVFT RxAir Device Destroys Flu Viruses Missed By Vaccines Marketwired - Fri http://t.co/Tv0RjWMe0i,545088406381162000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,@GracieLouCarter @Outshyne  Good start. Watch your self. When your core temp goes down Your immune System weakens.,541811879321300000    ,unanimous,,no,,,,
train,Um Shingles is terrible. I got it when I was 30. Terrible. Like hallucinating from pain. Just saying- it's nothing to shake a stick at.,556152821448708000    ,unanimous,,no,,,,
test,@_azariaa out of all things polio ......,554499992929308000    ,unanimous,,no,,,,
dev,Hepatitis C: Relevant question on sustained viral response as a surrogate for morbi-mortality. http://t.co/BxOLSXLgKF,553825479351074000    ,unanimous,,no,,,,
test,MUMPS YOU RUIN MY LIFE,545247038448082000    ,unanimous,,no,,,,
test,"?Whoever kisses his mother?s forehead, will be immune from the fire (of Hell).? Prophet Muhammad (pbuh)",551962861413494000    ,unanimous,,no,,,,
dev,"@Anpumon @SolSkunk @AlborkeSeagoon Shingles and Chickenpox are different, albeit from the same virus. Shingles is far less serious.",552852993063014000    ,unanimous,,no,,,,
train,Ebola vaccine from Glaxo passes early safety test - Reuters #Ebola http://t.co/mhnjyrJFgn,538108279034216000    ,unanimous,unanimous,yes,positive,no,unanimous,unanimous
train,"I PLAYED Why? - Sod in the Seed (Mumps, etc) December 08, 2014 at 04:13PM",541857619808636000    ,unanimous,,no,,,,
test,Now Playing: Vaccines - Wreckin' Bar (ra Ra Ra) http://t.co/Ni5vaFvjTp,540294176911667000    ,unanimous,,no,,,,
test,6 foods to boost your immune system http://t.co/DWUYKZ8lJ5,554937716236771000    ,unanimous,,no,,,,
train,Please help Angela with Lyme disease treatment expenses http://t.co/HZtdkBh5QB via GoFundMe http://t.co/T1mRo7K4XB,536685786889216000    ,unanimous,,no,,,,
test,"#WhoopingCough may be evolving to outsmart the current vaccine, say researchers http://t.co/ODKq3psIp7",548874951240196000    ,unanimous,,yes,neutral,no,unanimous,unanimous
dev,"#NPRNews When It Comes To Day Care, Parents Want All Children Vaccinated: Parents have strong opinions about v... http://t.co/XUZV3gGqGH",541894189647011000    ,unanimous,,yes,neutral,no,majority,majority
test,"Making a power point on HPV, this stuff is naaaaasty! lol http://t.co/vuJMa4lNxF",547408319489392000    ,unanimous,,no,,,,
train,You're not immune so don't think you can give it up??,555434527888519000    ,unanimous,,no,,,,
train,"@UweBollocks ""Terry Bradshaw couldn't spell shingles if you spotted him the shin and the les"" -- Hollywood Henderson",546826559487610000    ,unanimous,,no,,,,
test,@kandacenigga Vitamin C can help your immune naturally.,553280751048077000    ,unanimous,,no,,,,
train,"#WeCanLandOnACometButWeCant Create a vaccine that could suppress, or even ultimately cure, cancer!",533061253087129000    ,unanimous,,yes,neutral,no,majority,unanimous
test,"The CDC has stated the flu vaccine ""doesn't work"" this work! WOW! Interesting timing coming only a week after: ""... http://t.co/Qk6qmgYOWQ",540919513307705000    ,unanimous,,yes,neutral,no,majority,unanimous
train,Eclectic ex amorphous shingles tackle: iFqdBaBD,541363889091260000    ,unanimous,,no,,,,
test,@rockcandy87 Here?s hoping they don?t catch mumps.,550728914344366000    ,unanimous,,no,,,,
train,"Learned today that not even the best coach in CFB is immune to pressure. CNS has cache built up in spades. Don't agree with choice, 1/2",552934672779718000    ,unanimous,,no,,,,
train,@AlborkeSeagoon A cold is your body's immune system taking action against antibody's so don't worry.,551715330478067000    ,unanimous,,no,,,,
test,"@whateversusan And if I'd just gotten the vaccine at the family doctor, it would never have happened.",553191050769354000    ,unanimous,,yes,neutral,yes,unanimous,majority
dev,".....after the death they were told the donor lived rough, was alcoholic, had liver disease and ""meningitis killed him""",534662926821752000    ,unanimous,,no,,,,
train,Group Reports Uptick in Haiti Cholera Patients (http://t.co/SaQM0AGs7L) http://t.co/yyJDk5dFxs,537794199551475000    ,unanimous,,no,,,,
dev,Paralympic Champion Makes The Case For Meningitis?Vaccine http://t.co/J41CkZz0sZ,551941726223364000    ,majority,majority,yes,positive,no,majority,majority
train,the mumps: Fantastic Success:  http://t.co/kdK7J8dYdO,546349426051416000    ,unanimous,,no,,,,
train,Under GEJ Nigeria once a polio infested nation is about to be declared polio free. Parents remember and they vote. #WhyGEJWillWin,553902245017030000    ,unanimous,,no,,,,
train,Why The NHL Lost Control Of Its Mumps Outbreak http://t.co/F1lrRnAKm0,544635165281353000    ,unanimous,,no,,,,
test,http://t.co/46BhmHem3Z Penguins being tested for mumps  http://t.co/e51oBETWJA,547096787262398000    ,unanimous,,no,,,,
train,http://t.co/wJsTpI3Ee2 Korean red Ginseng gold Extract vitamin tea Immune health sex power diet  #beauty http://t.co/6TKeMuiojt,540118900265213000    ,unanimous,,no,,,,
